data_source,speaker,absolute_path,relative_path,label,Set,npy_path
11lab,11lab,/home/jupyter/Data/11Lab/27bb7f0c-203b-42df-8065-7165928a9c2f.wav,27bb7f0c-203b-42df-8065-7165928a9c2f.wav,0,test,/home/jupyter/npy/11lab/27bb7f0c-203b-42df-8065-7165928a9c2f.npy
11lab,11lab,/home/jupyter/Data/11Lab/687d0cf9-4c2b-4a15-9a43-d69b80fab2a9.wav,687d0cf9-4c2b-4a15-9a43-d69b80fab2a9.wav,0,test,/home/jupyter/npy/11lab/687d0cf9-4c2b-4a15-9a43-d69b80fab2a9.npy
11lab,11lab,/home/jupyter/Data/11Lab/2530b47b-45d0-4906-8fc4-431aa1a72de3.wav,2530b47b-45d0-4906-8fc4-431aa1a72de3.wav,0,test,/home/jupyter/npy/11lab/2530b47b-45d0-4906-8fc4-431aa1a72de3.npy
11lab,11lab,/home/jupyter/Data/11Lab/c3c1b2f4-0619-475d-ab61-505452c07778.wav,c3c1b2f4-0619-475d-ab61-505452c07778.wav,0,test,/home/jupyter/npy/11lab/c3c1b2f4-0619-475d-ab61-505452c07778.npy
11lab,11lab,/home/jupyter/Data/11Lab/63df33bf-b1a3-4832-beff-a4df031c09a9.wav,63df33bf-b1a3-4832-beff-a4df031c09a9.wav,0,test,/home/jupyter/npy/11lab/63df33bf-b1a3-4832-beff-a4df031c09a9.npy
11lab,11lab,/home/jupyter/Data/11Lab/e72b8d79-3ece-47a6-a6cf-75e97fa78340.wav,e72b8d79-3ece-47a6-a6cf-75e97fa78340.wav,0,test,/home/jupyter/npy/11lab/e72b8d79-3ece-47a6-a6cf-75e97fa78340.npy
11lab,11lab,/home/jupyter/Data/11Lab/bf5d4113-c2fe-4b3b-a7a5-0a0e6f308d27.wav,bf5d4113-c2fe-4b3b-a7a5-0a0e6f308d27.wav,0,test,/home/jupyter/npy/11lab/bf5d4113-c2fe-4b3b-a7a5-0a0e6f308d27.npy
11lab,11lab,/home/jupyter/Data/11Lab/c4d9a94f-2d80-4e97-9f2f-3122717c9f9d.wav,c4d9a94f-2d80-4e97-9f2f-3122717c9f9d.wav,0,test,/home/jupyter/npy/11lab/c4d9a94f-2d80-4e97-9f2f-3122717c9f9d.npy
11lab,11lab,/home/jupyter/Data/11Lab/b6a95cb3-6bcf-4453-a9ab-a0aa6d93bbf7.wav,b6a95cb3-6bcf-4453-a9ab-a0aa6d93bbf7.wav,0,test,/home/jupyter/npy/11lab/b6a95cb3-6bcf-4453-a9ab-a0aa6d93bbf7.npy
11lab,11lab,/home/jupyter/Data/11Lab/000579e9-533d-4f58-9169-bfd949c23905.wav,000579e9-533d-4f58-9169-bfd949c23905.wav,0,test,/home/jupyter/npy/11lab/000579e9-533d-4f58-9169-bfd949c23905.npy
11lab,11lab,/home/jupyter/Data/11Lab/85c72478-7ed7-42cc-bb09-3fb88a47bb9b.wav,85c72478-7ed7-42cc-bb09-3fb88a47bb9b.wav,0,test,/home/jupyter/npy/11lab/85c72478-7ed7-42cc-bb09-3fb88a47bb9b.npy
11lab,11lab,/home/jupyter/Data/11Lab/634a7eb3-1206-47d0-b245-212bfe215384.wav,634a7eb3-1206-47d0-b245-212bfe215384.wav,0,test,/home/jupyter/npy/11lab/634a7eb3-1206-47d0-b245-212bfe215384.npy
11lab,11lab,/home/jupyter/Data/11Lab/81bc6405-895c-4ff1-add3-2bc09b789813.wav,81bc6405-895c-4ff1-add3-2bc09b789813.wav,0,test,/home/jupyter/npy/11lab/81bc6405-895c-4ff1-add3-2bc09b789813.npy
11lab,11lab,/home/jupyter/Data/11Lab/46931e40-8e7c-4706-8831-5aa7ebda06b8.wav,46931e40-8e7c-4706-8831-5aa7ebda06b8.wav,0,test,/home/jupyter/npy/11lab/46931e40-8e7c-4706-8831-5aa7ebda06b8.npy
11lab,11lab,/home/jupyter/Data/11Lab/5aab54d0-6124-4e93-9375-bb09ac5ddb4e.wav,5aab54d0-6124-4e93-9375-bb09ac5ddb4e.wav,0,test,/home/jupyter/npy/11lab/5aab54d0-6124-4e93-9375-bb09ac5ddb4e.npy
11lab,11lab,/home/jupyter/Data/11Lab/352e4150-3e6d-4b1f-8295-b07f742797eb.wav,352e4150-3e6d-4b1f-8295-b07f742797eb.wav,0,test,/home/jupyter/npy/11lab/352e4150-3e6d-4b1f-8295-b07f742797eb.npy
11lab,11lab,/home/jupyter/Data/11Lab/b337a194-8316-4e5f-8280-408760456482.wav,b337a194-8316-4e5f-8280-408760456482.wav,0,test,/home/jupyter/npy/11lab/b337a194-8316-4e5f-8280-408760456482.npy
11lab,11lab,/home/jupyter/Data/11Lab/edb9bfce-d00a-4e5e-894a-e309b42d69a7.wav,edb9bfce-d00a-4e5e-894a-e309b42d69a7.wav,0,test,/home/jupyter/npy/11lab/edb9bfce-d00a-4e5e-894a-e309b42d69a7.npy
11lab,11lab,/home/jupyter/Data/11Lab/855f866b-ecf9-4aca-8a58-9247f02684ac.wav,855f866b-ecf9-4aca-8a58-9247f02684ac.wav,0,test,/home/jupyter/npy/11lab/855f866b-ecf9-4aca-8a58-9247f02684ac.npy
11lab,11lab,/home/jupyter/Data/11Lab/116e6f28-7ba5-45ea-baf7-be5bfc69b1cc.wav,116e6f28-7ba5-45ea-baf7-be5bfc69b1cc.wav,0,test,/home/jupyter/npy/11lab/116e6f28-7ba5-45ea-baf7-be5bfc69b1cc.npy
11lab,11lab,/home/jupyter/Data/11Lab/d87a0b97-7e3a-4987-8a79-5f05d62a9b73.wav,d87a0b97-7e3a-4987-8a79-5f05d62a9b73.wav,0,test,/home/jupyter/npy/11lab/d87a0b97-7e3a-4987-8a79-5f05d62a9b73.npy
11lab,11lab,/home/jupyter/Data/11Lab/52c1693a-5bf5-4264-b5a9-83660e6c17d3.wav,52c1693a-5bf5-4264-b5a9-83660e6c17d3.wav,0,test,/home/jupyter/npy/11lab/52c1693a-5bf5-4264-b5a9-83660e6c17d3.npy
11lab,11lab,/home/jupyter/Data/11Lab/f654e7cf-fff8-40d0-8a3b-c6045ffd56b7.wav,f654e7cf-fff8-40d0-8a3b-c6045ffd56b7.wav,0,test,/home/jupyter/npy/11lab/f654e7cf-fff8-40d0-8a3b-c6045ffd56b7.npy
11lab,11lab,/home/jupyter/Data/11Lab/2aacbd51-a5ba-41fb-a5c6-c38c4ff62b75.wav,2aacbd51-a5ba-41fb-a5c6-c38c4ff62b75.wav,0,test,/home/jupyter/npy/11lab/2aacbd51-a5ba-41fb-a5c6-c38c4ff62b75.npy
11lab,11lab,/home/jupyter/Data/11Lab/c6cea0b2-75b6-461e-941a-226cadf6e14c.wav,c6cea0b2-75b6-461e-941a-226cadf6e14c.wav,0,test,/home/jupyter/npy/11lab/c6cea0b2-75b6-461e-941a-226cadf6e14c.npy
11lab,11lab,/home/jupyter/Data/11Lab/6af0652d-771f-4220-8ce2-3bfa02aad49c.wav,6af0652d-771f-4220-8ce2-3bfa02aad49c.wav,0,test,/home/jupyter/npy/11lab/6af0652d-771f-4220-8ce2-3bfa02aad49c.npy
11lab,11lab,/home/jupyter/Data/11Lab/48ab8a9c-44c0-459e-ac17-6578a2e0e6dd.wav,48ab8a9c-44c0-459e-ac17-6578a2e0e6dd.wav,0,test,/home/jupyter/npy/11lab/48ab8a9c-44c0-459e-ac17-6578a2e0e6dd.npy
11lab,11lab,/home/jupyter/Data/11Lab/ec1a2d7d-a9a7-4f56-b212-34b5a3123359.wav,ec1a2d7d-a9a7-4f56-b212-34b5a3123359.wav,0,test,/home/jupyter/npy/11lab/ec1a2d7d-a9a7-4f56-b212-34b5a3123359.npy
11lab,11lab,/home/jupyter/Data/11Lab/50345558-4c40-4358-9adc-561518152c43.wav,50345558-4c40-4358-9adc-561518152c43.wav,0,test,/home/jupyter/npy/11lab/50345558-4c40-4358-9adc-561518152c43.npy
11lab,11lab,/home/jupyter/Data/11Lab/fffba2c1-fabf-408c-a90a-7a01600aad84.wav,fffba2c1-fabf-408c-a90a-7a01600aad84.wav,0,test,/home/jupyter/npy/11lab/fffba2c1-fabf-408c-a90a-7a01600aad84.npy
11lab,11lab,/home/jupyter/Data/11Lab/9e49b2e7-a4d6-4496-9907-fcd980f382c0.wav,9e49b2e7-a4d6-4496-9907-fcd980f382c0.wav,0,test,/home/jupyter/npy/11lab/9e49b2e7-a4d6-4496-9907-fcd980f382c0.npy
11lab,11lab,/home/jupyter/Data/11Lab/9f6558ed-698f-48f0-8707-fe25cc4a616d.wav,9f6558ed-698f-48f0-8707-fe25cc4a616d.wav,0,test,/home/jupyter/npy/11lab/9f6558ed-698f-48f0-8707-fe25cc4a616d.npy
11lab,11lab,/home/jupyter/Data/11Lab/1191a6f4-9aee-4a56-a175-f3dc14ebfaf1.wav,1191a6f4-9aee-4a56-a175-f3dc14ebfaf1.wav,0,test,/home/jupyter/npy/11lab/1191a6f4-9aee-4a56-a175-f3dc14ebfaf1.npy
11lab,11lab,/home/jupyter/Data/11Lab/b2ebe787-69aa-433d-9f9b-14524b1e838a.wav,b2ebe787-69aa-433d-9f9b-14524b1e838a.wav,0,test,/home/jupyter/npy/11lab/b2ebe787-69aa-433d-9f9b-14524b1e838a.npy
11lab,11lab,/home/jupyter/Data/11Lab/9c6b86b4-ed5f-4e0e-9b10-d984f4ae1e81.wav,9c6b86b4-ed5f-4e0e-9b10-d984f4ae1e81.wav,0,test,/home/jupyter/npy/11lab/9c6b86b4-ed5f-4e0e-9b10-d984f4ae1e81.npy
11lab,11lab,/home/jupyter/Data/11Lab/f2693127-9233-431c-9c80-debf88868eda.wav,f2693127-9233-431c-9c80-debf88868eda.wav,0,test,/home/jupyter/npy/11lab/f2693127-9233-431c-9c80-debf88868eda.npy
11lab,11lab,/home/jupyter/Data/11Lab/7521f31d-79ac-4f42-b48a-51571bcfda93.wav,7521f31d-79ac-4f42-b48a-51571bcfda93.wav,0,test,/home/jupyter/npy/11lab/7521f31d-79ac-4f42-b48a-51571bcfda93.npy
11lab,11lab,/home/jupyter/Data/11Lab/5e9a9b97-fa76-42cf-802f-42b81454d66f.wav,5e9a9b97-fa76-42cf-802f-42b81454d66f.wav,0,test,/home/jupyter/npy/11lab/5e9a9b97-fa76-42cf-802f-42b81454d66f.npy
11lab,11lab,/home/jupyter/Data/11Lab/4e2825b7-6891-493d-95c3-c0c795203818.wav,4e2825b7-6891-493d-95c3-c0c795203818.wav,0,test,/home/jupyter/npy/11lab/4e2825b7-6891-493d-95c3-c0c795203818.npy
11lab,11lab,/home/jupyter/Data/11Lab/77fb3ff7-7b48-4e71-9ebe-30ea492256fe.wav,77fb3ff7-7b48-4e71-9ebe-30ea492256fe.wav,0,test,/home/jupyter/npy/11lab/77fb3ff7-7b48-4e71-9ebe-30ea492256fe.npy
11lab,11lab,/home/jupyter/Data/11Lab/31cf77b9-a6aa-437d-8744-0028131b6dee.wav,31cf77b9-a6aa-437d-8744-0028131b6dee.wav,0,test,/home/jupyter/npy/11lab/31cf77b9-a6aa-437d-8744-0028131b6dee.npy
11lab,11lab,/home/jupyter/Data/11Lab/e2921aa2-0461-4531-a71a-fb4ee6617cef.wav,e2921aa2-0461-4531-a71a-fb4ee6617cef.wav,0,test,/home/jupyter/npy/11lab/e2921aa2-0461-4531-a71a-fb4ee6617cef.npy
11lab,11lab,/home/jupyter/Data/11Lab/21a7c47b-2ccf-4c7a-985d-088d213dcfa4.wav,21a7c47b-2ccf-4c7a-985d-088d213dcfa4.wav,0,test,/home/jupyter/npy/11lab/21a7c47b-2ccf-4c7a-985d-088d213dcfa4.npy
11lab,11lab,/home/jupyter/Data/11Lab/669f7fce-e9cc-4535-87e6-d0842df38039.wav,669f7fce-e9cc-4535-87e6-d0842df38039.wav,0,test,/home/jupyter/npy/11lab/669f7fce-e9cc-4535-87e6-d0842df38039.npy
11lab,11lab,/home/jupyter/Data/11Lab/dd6035b7-60ee-4869-8ecd-290a0d592640.wav,dd6035b7-60ee-4869-8ecd-290a0d592640.wav,0,test,/home/jupyter/npy/11lab/dd6035b7-60ee-4869-8ecd-290a0d592640.npy
11lab,11lab,/home/jupyter/Data/11Lab/8444777b-2f59-43a9-834f-7664e76d944e.wav,8444777b-2f59-43a9-834f-7664e76d944e.wav,0,test,/home/jupyter/npy/11lab/8444777b-2f59-43a9-834f-7664e76d944e.npy
11lab,11lab,/home/jupyter/Data/11Lab/c0980fca-c551-425d-a9c5-73ec54a719de.wav,c0980fca-c551-425d-a9c5-73ec54a719de.wav,0,test,/home/jupyter/npy/11lab/c0980fca-c551-425d-a9c5-73ec54a719de.npy
11lab,11lab,/home/jupyter/Data/11Lab/f90dba1a-2afd-4e31-a8ea-20acf863cb60.wav,f90dba1a-2afd-4e31-a8ea-20acf863cb60.wav,0,test,/home/jupyter/npy/11lab/f90dba1a-2afd-4e31-a8ea-20acf863cb60.npy
11lab,11lab,/home/jupyter/Data/11Lab/f4a8b7fe-e04c-4462-b6bc-25aa21e72749.wav,f4a8b7fe-e04c-4462-b6bc-25aa21e72749.wav,0,test,/home/jupyter/npy/11lab/f4a8b7fe-e04c-4462-b6bc-25aa21e72749.npy
11lab,11lab,/home/jupyter/Data/11Lab/6fb1b082-9700-4a61-a235-7f82b24b1e93.wav,6fb1b082-9700-4a61-a235-7f82b24b1e93.wav,0,test,/home/jupyter/npy/11lab/6fb1b082-9700-4a61-a235-7f82b24b1e93.npy
11lab,11lab,/home/jupyter/Data/11Lab/7e2fdf2b-d0da-4de5-ab41-8a02aa88f4db.wav,7e2fdf2b-d0da-4de5-ab41-8a02aa88f4db.wav,0,test,/home/jupyter/npy/11lab/7e2fdf2b-d0da-4de5-ab41-8a02aa88f4db.npy
11lab,11lab,/home/jupyter/Data/11Lab/e93a9274-7ee3-4c6d-982a-6485d592a508.wav,e93a9274-7ee3-4c6d-982a-6485d592a508.wav,0,test,/home/jupyter/npy/11lab/e93a9274-7ee3-4c6d-982a-6485d592a508.npy
11lab,11lab,/home/jupyter/Data/11Lab/52177854-f3ed-48c9-b4cb-3befd7bd360f.wav,52177854-f3ed-48c9-b4cb-3befd7bd360f.wav,0,test,/home/jupyter/npy/11lab/52177854-f3ed-48c9-b4cb-3befd7bd360f.npy
11lab,11lab,/home/jupyter/Data/11Lab/576e74af-4af9-4aa4-b9a7-330b4fbd1d32.wav,576e74af-4af9-4aa4-b9a7-330b4fbd1d32.wav,0,test,/home/jupyter/npy/11lab/576e74af-4af9-4aa4-b9a7-330b4fbd1d32.npy
11lab,11lab,/home/jupyter/Data/11Lab/8823f0b6-d298-42cd-bec7-2f118446217f.wav,8823f0b6-d298-42cd-bec7-2f118446217f.wav,0,test,/home/jupyter/npy/11lab/8823f0b6-d298-42cd-bec7-2f118446217f.npy
11lab,11lab,/home/jupyter/Data/11Lab/e2cc0ec1-ff11-42b6-b3a0-0ad547577f17.wav,e2cc0ec1-ff11-42b6-b3a0-0ad547577f17.wav,0,test,/home/jupyter/npy/11lab/e2cc0ec1-ff11-42b6-b3a0-0ad547577f17.npy
11lab,11lab,/home/jupyter/Data/11Lab/47356bcd-6f9d-4bde-87b8-ad754781dac4.wav,47356bcd-6f9d-4bde-87b8-ad754781dac4.wav,0,test,/home/jupyter/npy/11lab/47356bcd-6f9d-4bde-87b8-ad754781dac4.npy
11lab,11lab,/home/jupyter/Data/11Lab/35c73af6-cd68-4b61-a74c-ad3a2eb8f89d.wav,35c73af6-cd68-4b61-a74c-ad3a2eb8f89d.wav,0,test,/home/jupyter/npy/11lab/35c73af6-cd68-4b61-a74c-ad3a2eb8f89d.npy
11lab,11lab,/home/jupyter/Data/11Lab/807e4087-6dfa-4ac8-a6d8-d0ac009aa202.wav,807e4087-6dfa-4ac8-a6d8-d0ac009aa202.wav,0,test,/home/jupyter/npy/11lab/807e4087-6dfa-4ac8-a6d8-d0ac009aa202.npy
11lab,11lab,/home/jupyter/Data/11Lab/79718f58-bfa5-46d0-a8c9-46f8b4753e1c.wav,79718f58-bfa5-46d0-a8c9-46f8b4753e1c.wav,0,test,/home/jupyter/npy/11lab/79718f58-bfa5-46d0-a8c9-46f8b4753e1c.npy
11lab,11lab,/home/jupyter/Data/11Lab/cf96bbc4-dc42-435c-9ed7-3e4f445c5984.wav,cf96bbc4-dc42-435c-9ed7-3e4f445c5984.wav,0,test,/home/jupyter/npy/11lab/cf96bbc4-dc42-435c-9ed7-3e4f445c5984.npy
11lab,11lab,/home/jupyter/Data/11Lab/e5c75a2a-3890-4aa4-b212-877374f830fa.wav,e5c75a2a-3890-4aa4-b212-877374f830fa.wav,0,test,/home/jupyter/npy/11lab/e5c75a2a-3890-4aa4-b212-877374f830fa.npy
11lab,11lab,/home/jupyter/Data/11Lab/5d33147a-4b20-4d85-9239-420abf00294b.wav,5d33147a-4b20-4d85-9239-420abf00294b.wav,0,test,/home/jupyter/npy/11lab/5d33147a-4b20-4d85-9239-420abf00294b.npy
11lab,11lab,/home/jupyter/Data/11Lab/9cc82ece-65f1-4014-a943-c888ae9b4fad.wav,9cc82ece-65f1-4014-a943-c888ae9b4fad.wav,0,test,/home/jupyter/npy/11lab/9cc82ece-65f1-4014-a943-c888ae9b4fad.npy
11lab,11lab,/home/jupyter/Data/11Lab/10b5d236-dbb9-43bc-9ac1-04b61d44eff5.wav,10b5d236-dbb9-43bc-9ac1-04b61d44eff5.wav,0,test,/home/jupyter/npy/11lab/10b5d236-dbb9-43bc-9ac1-04b61d44eff5.npy
11lab,11lab,/home/jupyter/Data/11Lab/fff716de-aefe-498b-9645-b566d130657b.wav,fff716de-aefe-498b-9645-b566d130657b.wav,0,test,/home/jupyter/npy/11lab/fff716de-aefe-498b-9645-b566d130657b.npy
11lab,11lab,/home/jupyter/Data/11Lab/5c56a448-8cc6-4ea1-aa56-59f9cd9d7cdd.wav,5c56a448-8cc6-4ea1-aa56-59f9cd9d7cdd.wav,0,test,/home/jupyter/npy/11lab/5c56a448-8cc6-4ea1-aa56-59f9cd9d7cdd.npy
11lab,11lab,/home/jupyter/Data/11Lab/109f3697-315c-4112-a6f2-74f7e4e72982.wav,109f3697-315c-4112-a6f2-74f7e4e72982.wav,0,test,/home/jupyter/npy/11lab/109f3697-315c-4112-a6f2-74f7e4e72982.npy
11lab,11lab,/home/jupyter/Data/11Lab/cfa20336-3f4c-4699-bd50-d8311ca5e0d3.wav,cfa20336-3f4c-4699-bd50-d8311ca5e0d3.wav,0,test,/home/jupyter/npy/11lab/cfa20336-3f4c-4699-bd50-d8311ca5e0d3.npy
11lab,11lab,/home/jupyter/Data/11Lab/99637cb0-b5c2-4b8e-b889-2fd2892cfcb8.wav,99637cb0-b5c2-4b8e-b889-2fd2892cfcb8.wav,0,test,/home/jupyter/npy/11lab/99637cb0-b5c2-4b8e-b889-2fd2892cfcb8.npy
11lab,11lab,/home/jupyter/Data/11Lab/9f5c3175-15ef-45a3-a96b-0bb15c9b8a6d.wav,9f5c3175-15ef-45a3-a96b-0bb15c9b8a6d.wav,0,test,/home/jupyter/npy/11lab/9f5c3175-15ef-45a3-a96b-0bb15c9b8a6d.npy
11lab,11lab,/home/jupyter/Data/11Lab/56e8d931-55f0-434e-9525-b36228cfbea6.wav,56e8d931-55f0-434e-9525-b36228cfbea6.wav,0,test,/home/jupyter/npy/11lab/56e8d931-55f0-434e-9525-b36228cfbea6.npy
11lab,11lab,/home/jupyter/Data/11Lab/9af46870-54e6-4432-b1fd-239461d4e4f8.wav,9af46870-54e6-4432-b1fd-239461d4e4f8.wav,0,test,/home/jupyter/npy/11lab/9af46870-54e6-4432-b1fd-239461d4e4f8.npy
11lab,11lab,/home/jupyter/Data/11Lab/48968da1-ddc0-4b22-9958-a47b3ad795f4.wav,48968da1-ddc0-4b22-9958-a47b3ad795f4.wav,0,test,/home/jupyter/npy/11lab/48968da1-ddc0-4b22-9958-a47b3ad795f4.npy
11lab,11lab,/home/jupyter/Data/11Lab/38b5f2f9-bbbb-4af9-b53e-a9cd8a08067c.wav,38b5f2f9-bbbb-4af9-b53e-a9cd8a08067c.wav,0,test,/home/jupyter/npy/11lab/38b5f2f9-bbbb-4af9-b53e-a9cd8a08067c.npy
11lab,11lab,/home/jupyter/Data/11Lab/c24a6bcb-b9e3-483e-b123-99a64ff697dd.wav,c24a6bcb-b9e3-483e-b123-99a64ff697dd.wav,0,test,/home/jupyter/npy/11lab/c24a6bcb-b9e3-483e-b123-99a64ff697dd.npy
11lab,11lab,/home/jupyter/Data/11Lab/648d0f35-49a2-4d71-aa52-b8a9f08800bb.wav,648d0f35-49a2-4d71-aa52-b8a9f08800bb.wav,0,test,/home/jupyter/npy/11lab/648d0f35-49a2-4d71-aa52-b8a9f08800bb.npy
11lab,11lab,/home/jupyter/Data/11Lab/a5c5ed29-1bfd-4480-afc3-84e29c3a7352.wav,a5c5ed29-1bfd-4480-afc3-84e29c3a7352.wav,0,test,/home/jupyter/npy/11lab/a5c5ed29-1bfd-4480-afc3-84e29c3a7352.npy
11lab,11lab,/home/jupyter/Data/11Lab/879e6c51-68cf-4f93-b807-e6ea1d7de4d4.wav,879e6c51-68cf-4f93-b807-e6ea1d7de4d4.wav,0,test,/home/jupyter/npy/11lab/879e6c51-68cf-4f93-b807-e6ea1d7de4d4.npy
11lab,11lab,/home/jupyter/Data/11Lab/f75c02a3-ecde-4803-9821-3764d1ac3a9c.wav,f75c02a3-ecde-4803-9821-3764d1ac3a9c.wav,0,test,/home/jupyter/npy/11lab/f75c02a3-ecde-4803-9821-3764d1ac3a9c.npy
11lab,11lab,/home/jupyter/Data/11Lab/f514b1d6-46e1-4526-a9e2-1b71d489dc46.wav,f514b1d6-46e1-4526-a9e2-1b71d489dc46.wav,0,test,/home/jupyter/npy/11lab/f514b1d6-46e1-4526-a9e2-1b71d489dc46.npy
11lab,11lab,/home/jupyter/Data/11Lab/7de01cd3-0a37-434d-9269-40ed9a89c5c6.wav,7de01cd3-0a37-434d-9269-40ed9a89c5c6.wav,0,test,/home/jupyter/npy/11lab/7de01cd3-0a37-434d-9269-40ed9a89c5c6.npy
11lab,11lab,/home/jupyter/Data/11Lab/cf43c2b2-3ee2-461e-a935-75cb54bcd2ff.wav,cf43c2b2-3ee2-461e-a935-75cb54bcd2ff.wav,0,test,/home/jupyter/npy/11lab/cf43c2b2-3ee2-461e-a935-75cb54bcd2ff.npy
11lab,11lab,/home/jupyter/Data/11Lab/4e38d2e4-9825-4ae5-9cea-d19b45937326.wav,4e38d2e4-9825-4ae5-9cea-d19b45937326.wav,0,test,/home/jupyter/npy/11lab/4e38d2e4-9825-4ae5-9cea-d19b45937326.npy
11lab,11lab,/home/jupyter/Data/11Lab/5f3adcc1-2a4f-43dc-964e-2b5fdcc5185f.wav,5f3adcc1-2a4f-43dc-964e-2b5fdcc5185f.wav,0,test,/home/jupyter/npy/11lab/5f3adcc1-2a4f-43dc-964e-2b5fdcc5185f.npy
11lab,11lab,/home/jupyter/Data/11Lab/a0ec5aa8-7269-4806-9d5f-2c85bbb90031.wav,a0ec5aa8-7269-4806-9d5f-2c85bbb90031.wav,0,test,/home/jupyter/npy/11lab/a0ec5aa8-7269-4806-9d5f-2c85bbb90031.npy
11lab,11lab,/home/jupyter/Data/11Lab/6e5beaeb-85e9-4bd4-8b30-23317f564a02.wav,6e5beaeb-85e9-4bd4-8b30-23317f564a02.wav,0,test,/home/jupyter/npy/11lab/6e5beaeb-85e9-4bd4-8b30-23317f564a02.npy
11lab,11lab,/home/jupyter/Data/11Lab/0e65605e-7ab3-4e7e-95cd-7bc9bb793cca.wav,0e65605e-7ab3-4e7e-95cd-7bc9bb793cca.wav,0,test,/home/jupyter/npy/11lab/0e65605e-7ab3-4e7e-95cd-7bc9bb793cca.npy
11lab,11lab,/home/jupyter/Data/11Lab/d15c684a-df12-4825-a139-69936fb74593.wav,d15c684a-df12-4825-a139-69936fb74593.wav,0,test,/home/jupyter/npy/11lab/d15c684a-df12-4825-a139-69936fb74593.npy
11lab,11lab,/home/jupyter/Data/11Lab/407b1f72-43c3-450c-a13c-400df9eee242.wav,407b1f72-43c3-450c-a13c-400df9eee242.wav,0,test,/home/jupyter/npy/11lab/407b1f72-43c3-450c-a13c-400df9eee242.npy
11lab,11lab,/home/jupyter/Data/11Lab/fe5f70e7-5cf9-4d74-bb3f-5dc82b2f929e.wav,fe5f70e7-5cf9-4d74-bb3f-5dc82b2f929e.wav,0,test,/home/jupyter/npy/11lab/fe5f70e7-5cf9-4d74-bb3f-5dc82b2f929e.npy
11lab,11lab,/home/jupyter/Data/11Lab/bbced603-a932-4203-8a9c-a41ffadb0659.wav,bbced603-a932-4203-8a9c-a41ffadb0659.wav,0,test,/home/jupyter/npy/11lab/bbced603-a932-4203-8a9c-a41ffadb0659.npy
11lab,11lab,/home/jupyter/Data/11Lab/45ae7e86-a07a-46a2-9e7e-1357f4d602c4.wav,45ae7e86-a07a-46a2-9e7e-1357f4d602c4.wav,0,test,/home/jupyter/npy/11lab/45ae7e86-a07a-46a2-9e7e-1357f4d602c4.npy
11lab,11lab,/home/jupyter/Data/11Lab/778fe7d5-4d50-4245-9f45-a47ffd679154.wav,778fe7d5-4d50-4245-9f45-a47ffd679154.wav,0,test,/home/jupyter/npy/11lab/778fe7d5-4d50-4245-9f45-a47ffd679154.npy
11lab,11lab,/home/jupyter/Data/11Lab/4cedf138-3fb5-45c3-877a-ec802361f590.wav,4cedf138-3fb5-45c3-877a-ec802361f590.wav,0,test,/home/jupyter/npy/11lab/4cedf138-3fb5-45c3-877a-ec802361f590.npy
11lab,11lab,/home/jupyter/Data/11Lab/63d37504-61ca-43a8-9a4c-73aa7862d399.wav,63d37504-61ca-43a8-9a4c-73aa7862d399.wav,0,test,/home/jupyter/npy/11lab/63d37504-61ca-43a8-9a4c-73aa7862d399.npy
11lab,11lab,/home/jupyter/Data/11Lab/db450232-d8f6-4485-8826-d0da891f8b9f.wav,db450232-d8f6-4485-8826-d0da891f8b9f.wav,0,test,/home/jupyter/npy/11lab/db450232-d8f6-4485-8826-d0da891f8b9f.npy
11lab,11lab,/home/jupyter/Data/11Lab/47ade9fc-2f8d-4a84-8489-6992eacdbdc6.wav,47ade9fc-2f8d-4a84-8489-6992eacdbdc6.wav,0,test,/home/jupyter/npy/11lab/47ade9fc-2f8d-4a84-8489-6992eacdbdc6.npy
11lab,11lab,/home/jupyter/Data/11Lab/f35cdc62-e7b8-45a3-9def-1384579aad3b.wav,f35cdc62-e7b8-45a3-9def-1384579aad3b.wav,0,test,/home/jupyter/npy/11lab/f35cdc62-e7b8-45a3-9def-1384579aad3b.npy
11lab,11lab,/home/jupyter/Data/11Lab/f45650a4-1e8d-4b42-814b-421964d4e005.wav,f45650a4-1e8d-4b42-814b-421964d4e005.wav,0,test,/home/jupyter/npy/11lab/f45650a4-1e8d-4b42-814b-421964d4e005.npy
11lab,11lab,/home/jupyter/Data/11Lab/4b69bab3-b585-4d9c-86ba-07f31725b8d7.wav,4b69bab3-b585-4d9c-86ba-07f31725b8d7.wav,0,test,/home/jupyter/npy/11lab/4b69bab3-b585-4d9c-86ba-07f31725b8d7.npy
11lab,11lab,/home/jupyter/Data/11Lab/2e9773d2-d4be-433d-99f8-245e7e7f6853.wav,2e9773d2-d4be-433d-99f8-245e7e7f6853.wav,0,test,/home/jupyter/npy/11lab/2e9773d2-d4be-433d-99f8-245e7e7f6853.npy
11lab,11lab,/home/jupyter/Data/11Lab/81db37f2-54b1-4fbf-9465-5539f896cf7f.wav,81db37f2-54b1-4fbf-9465-5539f896cf7f.wav,0,test,/home/jupyter/npy/11lab/81db37f2-54b1-4fbf-9465-5539f896cf7f.npy
11lab,11lab,/home/jupyter/Data/11Lab/013f5f56-6313-486d-a268-2291b8e620cd.wav,013f5f56-6313-486d-a268-2291b8e620cd.wav,0,test,/home/jupyter/npy/11lab/013f5f56-6313-486d-a268-2291b8e620cd.npy
